2022-09-09 01:55:56, tb_device_mqtt INFO Trying to connect to 10.60.3.26...
2022-09-09 01:55:56, tb_device_mqtt INFO connection SUCCESS
2022-09-09 01:55:56, tb_gateway_mqtt DEBUG Service subscription to topic v1/gateway/attributes - successfully completed.
2022-09-09 01:55:56, tb_gateway_mqtt DEBUG Service subscription to topic v1/gateway/attributes/response - successfully completed.
2022-09-09 01:55:56, tb_gateway_mqtt DEBUG Service subscription to topic v1/gateway/rpc - successfully completed.
2022-09-09 01:55:57, tb_gateway_mqtt DEBUG Connected device Bus A1
2022-09-09 01:56:02, __main__ INFO Publish Bus A1 Attribute - Color
2022-09-09 01:56:07, __main__ INFO Read Telemetry CSV. Total Record: 578
2022-09-09 01:56:14, __main__ DEBUG 0) Bus A1 {'ts': 1662659774276, 'values': {'fuel': 80, 'speed': 0, 'latitude': '1.2942', 'longitude': '103.76983', 'occupancy': 50, 'temp': 25, 'engine_temp': 195, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'Kent Ridge Bus Terminal', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:00, __main__ DEBUG 46) Bus A1 {'ts': 1662659880108, 'values': {'fuel': 78.66, 'speed': 0, 'latitude': '1.2948', 'longitude': '103.77055', 'occupancy': 83.19999999999999, 'temp': 23.1, 'engine_temp': 297.2, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:01, __main__ DEBUG 46) Bus A1 {'ts': 1662659881109, 'values': {'fuel': 78.64, 'speed': 0, 'latitude': '1.2948', 'longitude': '103.77055', 'occupancy': 85.1, 'temp': 23.4, 'engine_temp': 290.1, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:02, __main__ DEBUG 46) Bus A1 {'ts': 1662659882118, 'values': {'fuel': 78.59, 'speed': 0, 'latitude': '1.2948', 'longitude': '103.77055', 'occupancy': 86.19999999999999, 'temp': 23.6, 'engine_temp': 309.9, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:03, __main__ DEBUG 46) Bus A1 {'ts': 1662659883134, 'values': {'fuel': 78.58, 'speed': 0, 'latitude': '1.2948', 'longitude': '103.77055', 'occupancy': 88.49999999999999, 'temp': 23.3, 'engine_temp': 298.0, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:04, __main__ DEBUG 46) Bus A1 {'ts': 1662659884146, 'values': {'fuel': 78.56, 'speed': 0, 'latitude': '1.2948', 'longitude': '103.77055', 'occupancy': 88.79999999999998, 'temp': 23.9, 'engine_temp': 296.2, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:05, __main__ DEBUG 46) Bus A1 {'ts': 1662659885148, 'values': {'fuel': 78.54, 'speed': 0, 'latitude': '1.2948', 'longitude': '103.77055', 'occupancy': 92.79999999999998, 'temp': 23.2, 'engine_temp': 308.6, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:06, __main__ DEBUG 46) Bus A1 {'ts': 1662659886161, 'values': {'fuel': 78.51, 'speed': 0, 'latitude': '1.2948', 'longitude': '103.77055', 'occupancy': 95.19999999999999, 'temp': 24.3, 'engine_temp': 298.1, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:09, __main__ DEBUG 47) Bus A1 {'ts': 1662659889178, 'values': {'fuel': 78.45, 'speed': 5.3, 'latitude': '1.29472', 'longitude': '103.77056', 'occupancy': 98.49999999999999, 'temp': 24.7, 'engine_temp': 302.5, 'eta': '0 min 40 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:11, __main__ DEBUG 48) Bus A1 {'ts': 1662659891192, 'values': {'fuel': 78.42, 'speed': 59.0, 'latitude': '1.29464', 'longitude': '103.77056', 'occupancy': 98.49999999999999, 'temp': 22.5, 'engine_temp': 304.6, 'eta': '0 min 38 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:13, __main__ DEBUG 49) Bus A1 {'ts': 1662659893222, 'values': {'fuel': 78.38, 'speed': 46.9, 'latitude': '1.2946', 'longitude': '103.77057', 'occupancy': 98.49999999999999, 'temp': 23.6, 'engine_temp': 297.2, 'eta': '0 min 36 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:15, __main__ DEBUG 50) Bus A1 {'ts': 1662659895232, 'values': {'fuel': 78.37, 'speed': 56.5, 'latitude': '1.29456', 'longitude': '103.77057', 'occupancy': 98.49999999999999, 'temp': 23.2, 'engine_temp': 308.3, 'eta': '0 min 34 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:17, __main__ DEBUG 51) Bus A1 {'ts': 1662659897263, 'values': {'fuel': 78.34, 'speed': 53.4, 'latitude': '1.29451', 'longitude': '103.77059', 'occupancy': 98.49999999999999, 'temp': 24.7, 'engine_temp': 300.6, 'eta': '0 min 32 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:19, __main__ DEBUG 52) Bus A1 {'ts': 1662659899282, 'values': {'fuel': 78.31, 'speed': 44.9, 'latitude': '1.29446', 'longitude': '103.7706', 'occupancy': 98.49999999999999, 'temp': 24.2, 'engine_temp': 299.2, 'eta': '0 min 30 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:21, __main__ DEBUG 53) Bus A1 {'ts': 1662659901309, 'values': {'fuel': 78.26, 'speed': 45.5, 'latitude': '1.29444', 'longitude': '103.7706', 'occupancy': 98.49999999999999, 'temp': 23.7, 'engine_temp': 298.1, 'eta': '0 min 28 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:23, __main__ DEBUG 54) Bus A1 {'ts': 1662659903341, 'values': {'fuel': 78.25, 'speed': 55.4, 'latitude': '1.29442', 'longitude': '103.77061', 'occupancy': 98.49999999999999, 'temp': 22.8, 'engine_temp': 308.3, 'eta': '0 min 26 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:25, __main__ DEBUG 55) Bus A1 {'ts': 1662659905345, 'values': {'fuel': 78.25, 'speed': 41.8, 'latitude': '1.29437', 'longitude': '103.77063', 'occupancy': 98.49999999999999, 'temp': 22.7, 'engine_temp': 302.6, 'eta': '0 min 24 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:27, __main__ DEBUG 56) Bus A1 {'ts': 1662659907353, 'values': {'fuel': 78.24, 'speed': 56.3, 'latitude': '1.29419', 'longitude': '103.7707', 'occupancy': 98.49999999999999, 'temp': 24.9, 'engine_temp': 290.2, 'eta': '0 min 22 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:29, __main__ DEBUG 57) Bus A1 {'ts': 1662659909372, 'values': {'fuel': 78.23, 'speed': 43.5, 'latitude': '1.29402', 'longitude': '103.77081', 'occupancy': 98.49999999999999, 'temp': 24.0, 'engine_temp': 308.5, 'eta': '0 min 20 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:31, __main__ DEBUG 58) Bus A1 {'ts': 1662659911385, 'values': {'fuel': 78.22, 'speed': 41.1, 'latitude': '1.29388', 'longitude': '103.77093', 'occupancy': 98.49999999999999, 'temp': 24.7, 'engine_temp': 307.0, 'eta': '0 min 18 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:33, __main__ DEBUG 59) Bus A1 {'ts': 1662659913398, 'values': {'fuel': 78.21, 'speed': 49.8, 'latitude': '1.29375', 'longitude': '103.77107', 'occupancy': 98.49999999999999, 'temp': 23.5, 'engine_temp': 302.9, 'eta': '0 min 16 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:35, __main__ DEBUG Deplete Message Received
2022-09-09 01:58:35, __main__ DEBUG 60) Bus A1 {'ts': 1662659915420, 'values': {'fuel': 9.98, 'speed': 53.5, 'latitude': '1.29366', 'longitude': '103.7712', 'occupancy': 98.49999999999999, 'temp': 23.4, 'engine_temp': 296.8, 'eta': '0 min 14 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:37, __main__ DEBUG 61) Bus A1 {'ts': 1662659917427, 'values': {'fuel': 9.96, 'speed': 58.5, 'latitude': '1.29363', 'longitude': '103.77126', 'occupancy': 98.49999999999999, 'temp': 25.0, 'engine_temp': 290.9, 'eta': '0 min 12 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:39, __main__ DEBUG 62) Bus A1 {'ts': 1662659919444, 'values': {'fuel': 9.93, 'speed': 54.9, 'latitude': '1.29358', 'longitude': '103.77135', 'occupancy': 98.49999999999999, 'temp': 24.7, 'engine_temp': 296.4, 'eta': '0 min 10 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:41, __main__ DEBUG 63) Bus A1 {'ts': 1662659921452, 'values': {'fuel': 9.89, 'speed': 42.5, 'latitude': '1.29352', 'longitude': '103.77149', 'occupancy': 98.49999999999999, 'temp': 24.9, 'engine_temp': 298.0, 'eta': '0 min 8 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:43, __main__ DEBUG 64) Bus A1 {'ts': 1662659923471, 'values': {'fuel': 9.88, 'speed': 58.7, 'latitude': '1.29351', 'longitude': '103.77155', 'occupancy': 98.49999999999999, 'temp': 24.5, 'engine_temp': 300.1, 'eta': '0 min 6 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:45, __main__ DEBUG 65) Bus A1 {'ts': 1662659925479, 'values': {'fuel': 9.88, 'speed': 40.1, 'latitude': '1.29349', 'longitude': '103.77161', 'occupancy': 98.49999999999999, 'temp': 24.6, 'engine_temp': 290.9, 'eta': '0 min 4 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:47, __main__ DEBUG 66) Bus A1 {'ts': 1662659927495, 'values': {'fuel': 9.86, 'speed': 54.5, 'latitude': '1.29347', 'longitude': '103.7717', 'occupancy': 98.49999999999999, 'temp': 24.8, 'engine_temp': 295.7, 'eta': '0 min 2 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:49, __main__ DEBUG 67) Bus A1 {'ts': 1662659929502, 'values': {'fuel': 9.86, 'speed': 0, 'latitude': '1.29345', 'longitude': '103.7718', 'occupancy': 98.49999999999999, 'temp': 24.8, 'engine_temp': 295.7, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:50, __main__ DEBUG 67) Bus A1 {'ts': 1662659930510, 'values': {'fuel': 9.84, 'speed': 0, 'latitude': '1.29345', 'longitude': '103.7718', 'occupancy': 94.79999999999998, 'temp': 24.7, 'engine_temp': 300.9, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:51, __main__ DEBUG 67) Bus A1 {'ts': 1662659931518, 'values': {'fuel': 9.81, 'speed': 0, 'latitude': '1.29345', 'longitude': '103.7718', 'occupancy': 90.39999999999998, 'temp': 24.2, 'engine_temp': 294.0, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:52, __main__ DEBUG 67) Bus A1 {'ts': 1662659932528, 'values': {'fuel': 9.78, 'speed': 0, 'latitude': '1.29345', 'longitude': '103.7718', 'occupancy': 89.29999999999998, 'temp': 24.4, 'engine_temp': 306.6, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:53, __main__ DEBUG 67) Bus A1 {'ts': 1662659933528, 'values': {'fuel': 9.75, 'speed': 0, 'latitude': '1.29345', 'longitude': '103.7718', 'occupancy': 87.79999999999998, 'temp': 23.3, 'engine_temp': 298.3, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:54, __main__ DEBUG 67) Bus A1 {'ts': 1662659934537, 'values': {'fuel': 9.7, 'speed': 0, 'latitude': '1.29345', 'longitude': '103.7718', 'occupancy': 82.89999999999998, 'temp': 25.0, 'engine_temp': 305.9, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:55, __main__ DEBUG 67) Bus A1 {'ts': 1662659935545, 'values': {'fuel': 9.69, 'speed': 0, 'latitude': '1.29345', 'longitude': '103.7718', 'occupancy': 78.89999999999998, 'temp': 23.0, 'engine_temp': 305.0, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:56, __main__ DEBUG 67) Bus A1 {'ts': 1662659936562, 'values': {'fuel': 9.66, 'speed': 0, 'latitude': '1.29345', 'longitude': '103.7718', 'occupancy': 75.79999999999998, 'temp': 24.1, 'engine_temp': 308.2, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:57, __main__ DEBUG 67) Bus A1 {'ts': 1662659937578, 'values': {'fuel': 9.65, 'speed': 0, 'latitude': '1.29345', 'longitude': '103.7718', 'occupancy': 75.19999999999999, 'temp': 23.8, 'engine_temp': 298.8, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:58:58, __main__ DEBUG 67) Bus A1 {'ts': 1662659938583, 'values': {'fuel': 9.63, 'speed': 0, 'latitude': '1.29345', 'longitude': '103.7718', 'occupancy': 71.79999999999998, 'temp': 23.9, 'engine_temp': 293.1, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'AS 5', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:01, __main__ DEBUG 68) Bus A1 {'ts': 1662659941596, 'values': {'fuel': 9.58, 'speed': 6.8, 'latitude': '1.29343', 'longitude': '103.77193', 'occupancy': 71.59999999999998, 'temp': 24.1, 'engine_temp': 290.3, 'eta': '0 min 52 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:03, __main__ DEBUG 69) Bus A1 {'ts': 1662659943599, 'values': {'fuel': 9.56, 'speed': 50.1, 'latitude': '1.2934', 'longitude': '103.77219', 'occupancy': 71.59999999999998, 'temp': 23.8, 'engine_temp': 298.0, 'eta': '0 min 50 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:05, __main__ DEBUG 70) Bus A1 {'ts': 1662659945615, 'values': {'fuel': 9.55, 'speed': 54.2, 'latitude': '1.2936', 'longitude': '103.77216', 'occupancy': 71.59999999999998, 'temp': 22.7, 'engine_temp': 294.1, 'eta': '0 min 48 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:07, __main__ DEBUG 71) Bus A1 {'ts': 1662659947623, 'values': {'fuel': 9.51, 'speed': 57.8, 'latitude': '1.29377', 'longitude': '103.77222', 'occupancy': 71.59999999999998, 'temp': 24.4, 'engine_temp': 307.1, 'eta': '0 min 46 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:09, __main__ DEBUG 72) Bus A1 {'ts': 1662659949643, 'values': {'fuel': 9.51, 'speed': 44.9, 'latitude': '1.29387', 'longitude': '103.77227', 'occupancy': 71.59999999999998, 'temp': 22.9, 'engine_temp': 300.9, 'eta': '0 min 44 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:11, __main__ DEBUG 73) Bus A1 {'ts': 1662659951659, 'values': {'fuel': 9.5, 'speed': 40.2, 'latitude': '1.29396', 'longitude': '103.77234', 'occupancy': 71.59999999999998, 'temp': 23.5, 'engine_temp': 298.2, 'eta': '0 min 42 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:13, __main__ DEBUG 74) Bus A1 {'ts': 1662659953663, 'values': {'fuel': 9.5, 'speed': 40.7, 'latitude': '1.29401', 'longitude': '103.77239', 'occupancy': 71.59999999999998, 'temp': 23.8, 'engine_temp': 294.7, 'eta': '0 min 40 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:15, __main__ DEBUG 75) Bus A1 {'ts': 1662659955683, 'values': {'fuel': 9.47, 'speed': 43.4, 'latitude': '1.29406', 'longitude': '103.77246', 'occupancy': 71.59999999999998, 'temp': 24.3, 'engine_temp': 295.1, 'eta': '0 min 38 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:17, __main__ DEBUG 76) Bus A1 {'ts': 1662659957686, 'values': {'fuel': 9.43, 'speed': 59.2, 'latitude': '1.29415', 'longitude': '103.77259', 'occupancy': 71.59999999999998, 'temp': 24.2, 'engine_temp': 300.9, 'eta': '0 min 36 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:19, __main__ DEBUG 77) Bus A1 {'ts': 1662659959711, 'values': {'fuel': 9.38, 'speed': 42.2, 'latitude': '1.29421', 'longitude': '103.77266', 'occupancy': 71.59999999999998, 'temp': 24.4, 'engine_temp': 296.3, 'eta': '0 min 34 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:21, __main__ DEBUG 78) Bus A1 {'ts': 1662659961717, 'values': {'fuel': 9.35, 'speed': 59.3, 'latitude': '1.29427', 'longitude': '103.77271', 'occupancy': 71.59999999999998, 'temp': 22.8, 'engine_temp': 302.5, 'eta': '0 min 32 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:23, __main__ DEBUG 79) Bus A1 {'ts': 1662659963724, 'values': {'fuel': 9.33, 'speed': 54.9, 'latitude': '1.29431', 'longitude': '103.77274', 'occupancy': 71.59999999999998, 'temp': 22.8, 'engine_temp': 305.8, 'eta': '0 min 30 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:25, __main__ DEBUG 80) Bus A1 {'ts': 1662659965732, 'values': {'fuel': 9.31, 'speed': 47.4, 'latitude': '1.29434', 'longitude': '103.77276', 'occupancy': 71.59999999999998, 'temp': 23.1, 'engine_temp': 300.3, 'eta': '0 min 28 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:27, __main__ DEBUG 81) Bus A1 {'ts': 1662659967744, 'values': {'fuel': 9.3, 'speed': 42.7, 'latitude': '1.29462', 'longitude': '103.77289', 'occupancy': 71.59999999999998, 'temp': 23.1, 'engine_temp': 306.6, 'eta': '0 min 26 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:29, __main__ DEBUG 82) Bus A1 {'ts': 1662659969762, 'values': {'fuel': 9.29, 'speed': 40.6, 'latitude': '1.29483', 'longitude': '103.77296', 'occupancy': 71.59999999999998, 'temp': 24.6, 'engine_temp': 302.2, 'eta': '0 min 24 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:31, __main__ DEBUG 83) Bus A1 {'ts': 1662659971782, 'values': {'fuel': 9.25, 'speed': 40.7, 'latitude': '1.29488', 'longitude': '103.773', 'occupancy': 71.59999999999998, 'temp': 25.0, 'engine_temp': 294.4, 'eta': '0 min 22 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:33, __main__ DEBUG 84) Bus A1 {'ts': 1662659973798, 'values': {'fuel': 9.21, 'speed': 59.8, 'latitude': '1.29493', 'longitude': '103.77304', 'occupancy': 71.59999999999998, 'temp': 24.6, 'engine_temp': 307.0, 'eta': '0 min 20 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:35, __main__ DEBUG 85) Bus A1 {'ts': 1662659975806, 'values': {'fuel': 9.2, 'speed': 52.5, 'latitude': '1.29497', 'longitude': '103.7731', 'occupancy': 71.59999999999998, 'temp': 24.9, 'engine_temp': 299.8, 'eta': '0 min 18 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:37, __main__ DEBUG 86) Bus A1 {'ts': 1662659977831, 'values': {'fuel': 9.18, 'speed': 57.2, 'latitude': '1.29501', 'longitude': '103.77318', 'occupancy': 71.59999999999998, 'temp': 23.4, 'engine_temp': 295.5, 'eta': '0 min 16 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:39, __main__ DEBUG 87) Bus A1 {'ts': 1662659979850, 'values': {'fuel': 9.13, 'speed': 43.3, 'latitude': '1.29501', 'longitude': '103.77323', 'occupancy': 71.59999999999998, 'temp': 22.8, 'engine_temp': 295.1, 'eta': '0 min 14 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:41, __main__ DEBUG 88) Bus A1 {'ts': 1662659981856, 'values': {'fuel': 9.12, 'speed': 51.4, 'latitude': '1.295', 'longitude': '103.77327', 'occupancy': 71.59999999999998, 'temp': 24.5, 'engine_temp': 306.9, 'eta': '0 min 12 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:43, __main__ DEBUG 89) Bus A1 {'ts': 1662659983880, 'values': {'fuel': 9.12, 'speed': 44.5, 'latitude': '1.29499', 'longitude': '103.77335', 'occupancy': 71.59999999999998, 'temp': 24.3, 'engine_temp': 296.3, 'eta': '0 min 10 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:59:45, __main__ DEBUG 90) Bus A1 {'ts': 1662659985894, 'values': {'fuel': 9.12, 'speed': 57.3, 'latitude': '1.29497', 'longitude': '103.77344', 'occupancy': 71.59999999999998, 'temp': 23.6, 'engine_temp': 292.9, 'eta': '0 min 8 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'COM 2', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
