2022-09-06 17:10:04, tb_device_mqtt INFO Trying to connect to 10.60.3.26...
2022-09-06 17:10:04, tb_device_mqtt INFO connection SUCCESS
2022-09-06 17:10:04, tb_gateway_mqtt DEBUG Service subscription to topic v1/gateway/attributes - successfully completed.
2022-09-06 17:10:04, tb_gateway_mqtt DEBUG Service subscription to topic v1/gateway/attributes/response - successfully completed.
2022-09-06 17:10:04, tb_gateway_mqtt DEBUG Service subscription to topic v1/gateway/rpc - successfully completed.
2022-09-06 17:10:05, tb_gateway_mqtt DEBUG Connected device Bus A1
2022-09-06 17:10:10, __main__ INFO Publish Bus A1 Attribute - Color
2022-09-06 17:10:15, __main__ INFO Read Telemetry CSV. Total Record: 578
2022-09-06 17:10:21, __main__ DEBUG 0) Bus A1 {'ts': 1662455421371, 'values': {'status': 'on route', 'fuel': '80', 'speed': '60', 'latitude': '1.2942', 'longitude': '103.76983', 'occupancy': '79.3', 'temp': '21.0'}}
2022-09-06 17:12:09, __main__ DEBUG 107) Bus A1 {'ts': 1662455529484, 'values': {'status': 'on route', 'fuel': '80', 'speed': '56', 'latitude': '1.29426', 'longitude': '103.77362', 'occupancy': '78.1', 'temp': '24.7'}}
2022-09-06 17:12:10, __main__ DEBUG 108) Bus A1 {'ts': 1662455530487, 'values': {'status': 'on route', 'fuel': '80', 'speed': '52', 'latitude': '1.29437', 'longitude': '103.77352', 'occupancy': '88.0', 'temp': '25.0'}}
2022-09-06 17:12:11, __main__ DEBUG 109) Bus A1 {'ts': 1662455531497, 'values': {'status': 'on route', 'fuel': '80', 'speed': '53', 'latitude': '1.29456', 'longitude': '103.77335', 'occupancy': '83.8', 'temp': '25.0'}}
2022-09-06 17:12:12, __main__ DEBUG 110) Bus A1 {'ts': 1662455532502, 'values': {'status': 'on route', 'fuel': '80', 'speed': '58', 'latitude': '1.29458', 'longitude': '103.77333', 'occupancy': '55.1', 'temp': '23.0'}}
2022-09-06 17:12:13, __main__ DEBUG 111) Bus A1 {'ts': 1662455533508, 'values': {'status': 'on route', 'fuel': '80', 'speed': '54', 'latitude': '1.29459', 'longitude': '103.77331', 'occupancy': '77.6', 'temp': '20.5'}}
2022-09-06 17:12:14, __main__ DEBUG 112) Bus A1 {'ts': 1662455534523, 'values': {'status': 'on route', 'fuel': '80', 'speed': '50', 'latitude': '1.2946', 'longitude': '103.77329', 'occupancy': '67.2', 'temp': '23.8'}}
2022-09-06 17:12:15, __main__ DEBUG 113) Bus A1 {'ts': 1662455535536, 'values': {'status': 'on route', 'fuel': '80', 'speed': '58', 'latitude': '1.2946', 'longitude': '103.77327', 'occupancy': '52.3', 'temp': '23.7'}}
2022-09-06 17:12:16, __main__ DEBUG 114) Bus A1 {'ts': 1662455536558, 'values': {'status': 'on route', 'fuel': '80', 'speed': '60', 'latitude': '1.29459', 'longitude': '103.77324', 'occupancy': '75.1', 'temp': '23.4'}}
2022-09-06 17:12:17, __main__ DEBUG 115) Bus A1 {'ts': 1662455537561, 'values': {'status': 'on route', 'fuel': '80', 'speed': '56', 'latitude': '1.29458', 'longitude': '103.77323', 'occupancy': '50.8', 'temp': '23.0'}}
2022-09-06 17:12:18, __main__ DEBUG 116) Bus A1 {'ts': 1662455538578, 'values': {'status': 'on route', 'fuel': '80', 'speed': '55', 'latitude': '1.29458', 'longitude': '103.77321', 'occupancy': '74.1', 'temp': '22.7'}}
2022-09-06 17:12:19, __main__ DEBUG 117) Bus A1 {'ts': 1662455539593, 'values': {'status': 'on route', 'fuel': '80', 'speed': '60', 'latitude': '1.29455', 'longitude': '103.77317', 'occupancy': '84.9', 'temp': '24.2'}}
2022-09-06 17:12:20, __main__ DEBUG 118) Bus A1 {'ts': 1662455540611, 'values': {'status': 'on route', 'fuel': '80', 'speed': '55', 'latitude': '1.29454', 'longitude': '103.77315', 'occupancy': '77.3', 'temp': '23.8'}}
2022-09-06 17:12:21, __main__ DEBUG 119) Bus A1 {'ts': 1662455541616, 'values': {'status': 'on route', 'fuel': '80', 'speed': '55', 'latitude': '1.29453', 'longitude': '103.77314', 'occupancy': '89.1', 'temp': '22.8'}}
2022-09-06 17:12:22, __main__ DEBUG 120) Bus A1 {'ts': 1662455542622, 'values': {'status': 'on route', 'fuel': '80', 'speed': '52', 'latitude': '1.29453', 'longitude': '103.77313', 'occupancy': '64.0', 'temp': '23.7'}}
2022-09-06 17:12:23, __main__ DEBUG 121) Bus A1 {'ts': 1662455543627, 'values': {'status': 'on route', 'fuel': '80', 'speed': '52', 'latitude': '1.29455', 'longitude': '103.7731', 'occupancy': '51.3', 'temp': '23.9'}}
2022-09-06 17:12:24, __main__ DEBUG 122) Bus A1 {'ts': 1662455544640, 'values': {'status': 'on route', 'fuel': '80', 'speed': '52', 'latitude': '1.29457', 'longitude': '103.77302', 'occupancy': '58.4', 'temp': '23.4'}}
2022-09-06 17:12:25, __main__ DEBUG 123) Bus A1 {'ts': 1662455545645, 'values': {'status': 'on route', 'fuel': '80', 'speed': '56', 'latitude': '1.29462', 'longitude': '103.77289', 'occupancy': '62.2', 'temp': '23.3'}}
2022-09-06 17:12:26, __main__ DEBUG 124) Bus A1 {'ts': 1662455546651, 'values': {'status': 'on route', 'fuel': '80', 'speed': '51', 'latitude': '1.29434', 'longitude': '103.77276', 'occupancy': '86.7', 'temp': '24.1'}}
2022-09-06 17:12:27, __main__ DEBUG 125) Bus A1 {'ts': 1662455547665, 'values': {'status': 'on route', 'fuel': '80', 'speed': '54', 'latitude': '1.29431', 'longitude': '103.77274', 'occupancy': '62.5', 'temp': '22.3'}}
2022-09-06 17:12:28, __main__ DEBUG 126) Bus A1 {'ts': 1662455548676, 'values': {'status': 'on route', 'fuel': '80', 'speed': '54', 'latitude': '1.29427', 'longitude': '103.77271', 'occupancy': '79.1', 'temp': '25.3'}}
2022-09-06 17:12:29, __main__ DEBUG 127) Bus A1 {'ts': 1662455549696, 'values': {'status': 'on route', 'fuel': '80', 'speed': '54', 'latitude': '1.29421', 'longitude': '103.77266', 'occupancy': '60.6', 'temp': '24.1'}}
2022-09-06 17:12:30, __main__ DEBUG 128) Bus A1 {'ts': 1662455550717, 'values': {'status': 'on route', 'fuel': '80', 'speed': '54', 'latitude': '1.29415', 'longitude': '103.77259', 'occupancy': '52.3', 'temp': '20.2'}}
2022-09-06 17:12:31, __main__ DEBUG 129) Bus A1 {'ts': 1662455551724, 'values': {'status': 'on route', 'fuel': '80', 'speed': '55', 'latitude': '1.29406', 'longitude': '103.77246', 'occupancy': '54.5', 'temp': '23.2'}}
2022-09-06 17:12:32, __main__ DEBUG 130) Bus A1 {'ts': 1662455552737, 'values': {'status': 'on route', 'fuel': '80', 'speed': '56', 'latitude': '1.29401', 'longitude': '103.77239', 'occupancy': '54.6', 'temp': '25.5'}}
2022-09-06 17:12:33, __main__ DEBUG 131) Bus A1 {'ts': 1662455553752, 'values': {'status': 'on route', 'fuel': '80', 'speed': '60', 'latitude': '1.29396', 'longitude': '103.77234', 'occupancy': '81.8', 'temp': '25.2'}}
2022-09-06 17:12:34, __main__ DEBUG 132) Bus A1 {'ts': 1662455554763, 'values': {'status': 'on route', 'fuel': '80', 'speed': '52', 'latitude': '1.29387', 'longitude': '103.77227', 'occupancy': '82.8', 'temp': '21.9'}}
2022-09-06 17:12:35, __main__ DEBUG 133) Bus A1 {'ts': 1662455555780, 'values': {'status': 'on route', 'fuel': '80', 'speed': '52', 'latitude': '1.29377', 'longitude': '103.77222', 'occupancy': '67.0', 'temp': '24.3'}}
2022-09-06 17:12:36, __main__ DEBUG 134) Bus A1 {'ts': 1662455556798, 'values': {'status': 'on route', 'fuel': '80', 'speed': '57', 'latitude': '1.2936', 'longitude': '103.77216', 'occupancy': '74.9', 'temp': '24.5'}}
2022-09-06 17:12:37, __main__ DEBUG 135) Bus A1 {'ts': 1662455557816, 'values': {'status': 'on route', 'fuel': '80', 'speed': '60', 'latitude': '1.2934', 'longitude': '103.77219', 'occupancy': '86.5', 'temp': '22.8'}}
2022-09-06 17:12:38, __main__ DEBUG 136) Bus A1 {'ts': 1662455558824, 'values': {'status': 'on route', 'fuel': '80', 'speed': '58', 'latitude': '1.29335', 'longitude': '103.77238', 'occupancy': '78.2', 'temp': '21.2'}}
2022-09-06 17:12:39, __main__ DEBUG 137) Bus A1 {'ts': 1662455559842, 'values': {'status': 'on route', 'fuel': '80', 'speed': '50', 'latitude': '1.29328', 'longitude': '103.77258', 'occupancy': '54.6', 'temp': '24.3'}}
2022-09-06 17:12:40, __main__ DEBUG 138) Bus A1 {'ts': 1662455560855, 'values': {'status': 'on route', 'fuel': '80', 'speed': '57', 'latitude': '1.29323', 'longitude': '103.7727', 'occupancy': '88.9', 'temp': '20.9'}}
2022-09-06 17:12:41, __main__ DEBUG 139) Bus A1 {'ts': 1662455561858, 'values': {'status': 'on route', 'fuel': '80', 'speed': '54', 'latitude': '1.2932', 'longitude': '103.77277', 'occupancy': '85.5', 'temp': '23.8'}}
2022-09-06 17:12:42, __main__ DEBUG 140) Bus A1 {'ts': 1662455562874, 'values': {'status': 'on route', 'fuel': '80', 'speed': '50', 'latitude': '1.2932', 'longitude': '103.77278', 'occupancy': '50.4', 'temp': '24.9'}}
2022-09-06 17:12:43, __main__ DEBUG 141) Bus A1 {'ts': 1662455563890, 'values': {'status': 'on route', 'fuel': '80', 'speed': '54', 'latitude': '1.29316', 'longitude': '103.77286', 'occupancy': '68.7', 'temp': '21.2'}}
2022-09-06 17:12:44, __main__ DEBUG 142) Bus A1 {'ts': 1662455564896, 'values': {'status': 'on route', 'fuel': '80', 'speed': '51', 'latitude': '1.29313', 'longitude': '103.77291', 'occupancy': '60.6', 'temp': '24.2'}}
2022-09-06 17:12:45, __main__ DEBUG 143) Bus A1 {'ts': 1662455565908, 'values': {'status': 'on route', 'fuel': '80', 'speed': '53', 'latitude': '1.2931', 'longitude': '103.77297', 'occupancy': '59.1', 'temp': '21.8'}}
2022-09-06 17:12:46, __main__ DEBUG 144) Bus A1 {'ts': 1662455566917, 'values': {'status': 'on route', 'fuel': '80', 'speed': '60', 'latitude': '1.29307', 'longitude': '103.77302', 'occupancy': '54.0', 'temp': '22.4'}}
2022-09-06 17:12:47, __main__ DEBUG 145) Bus A1 {'ts': 1662455567924, 'values': {'status': 'on route', 'fuel': '80', 'speed': '58', 'latitude': '1.29304', 'longitude': '103.77306', 'occupancy': '51.7', 'temp': '23.6'}}
2022-09-06 17:12:48, __main__ DEBUG 146) Bus A1 {'ts': 1662455568936, 'values': {'status': 'on route', 'fuel': '80', 'speed': '58', 'latitude': '1.29301', 'longitude': '103.77311', 'occupancy': '68.2', 'temp': '24.4'}}
2022-09-06 17:12:49, __main__ DEBUG 147) Bus A1 {'ts': 1662455569941, 'values': {'status': 'on route', 'fuel': '80', 'speed': '59', 'latitude': '1.29295', 'longitude': '103.77319', 'occupancy': '69.1', 'temp': '22.2'}}
2022-09-06 17:12:50, __main__ DEBUG 148) Bus A1 {'ts': 1662455570954, 'values': {'status': 'on route', 'fuel': '80', 'speed': '53', 'latitude': '1.29291', 'longitude': '103.77324', 'occupancy': '63.5', 'temp': '20.0'}}
2022-09-06 17:12:51, __main__ DEBUG 149) Bus A1 {'ts': 1662455571957, 'values': {'status': 'on route', 'fuel': '80', 'speed': '52', 'latitude': '1.29275', 'longitude': '103.77342', 'occupancy': '75.3', 'temp': '20.6'}}
2022-09-06 17:12:52, __main__ DEBUG 150) Bus A1 {'ts': 1662455572970, 'values': {'status': 'on route', 'fuel': '80', 'speed': '51', 'latitude': '1.29272', 'longitude': '103.77345', 'occupancy': '52.0', 'temp': '20.6'}}
2022-09-06 17:12:53, __main__ DEBUG 151) Bus A1 {'ts': 1662455573975, 'values': {'status': 'on route', 'fuel': '80', 'speed': '58', 'latitude': '1.29263', 'longitude': '103.77355', 'occupancy': '52.8', 'temp': '23.5'}}
2022-09-06 17:12:54, __main__ DEBUG 152) Bus A1 {'ts': 1662455574979, 'values': {'status': 'on route', 'fuel': '80', 'speed': '50', 'latitude': '1.2925', 'longitude': '103.77367', 'occupancy': '51.3', 'temp': '24.4'}}
2022-09-06 17:12:56, __main__ DEBUG 153) Bus A1 {'ts': 1662455576001, 'values': {'status': 'on route', 'fuel': '80', 'speed': '54', 'latitude': '1.29234', 'longitude': '103.77381', 'occupancy': '85.8', 'temp': '22.7'}}
2022-09-06 17:12:57, __main__ DEBUG 154) Bus A1 {'ts': 1662455577006, 'values': {'status': 'on route', 'fuel': '80', 'speed': '59', 'latitude': '1.2923', 'longitude': '103.77384', 'occupancy': '85.5', 'temp': '24.1'}}
2022-09-06 17:12:58, __main__ DEBUG 155) Bus A1 {'ts': 1662455578011, 'values': {'status': 'on route', 'fuel': '80', 'speed': '59', 'latitude': '1.29226', 'longitude': '103.77387', 'occupancy': '81.3', 'temp': '20.6'}}
2022-09-06 17:12:59, __main__ DEBUG 156) Bus A1 {'ts': 1662455579028, 'values': {'status': 'on route', 'fuel': '80', 'speed': '59', 'latitude': '1.29224', 'longitude': '103.77393', 'occupancy': '84.4', 'temp': '23.8'}}
2022-09-06 17:13:00, __main__ DEBUG 157) Bus A1 {'ts': 1662455580036, 'values': {'status': 'on route', 'fuel': '80', 'speed': '56', 'latitude': '1.29219', 'longitude': '103.77422', 'occupancy': '65.8', 'temp': '24.4'}}
2022-09-06 17:13:01, __main__ DEBUG 158) Bus A1 {'ts': 1662455581039, 'values': {'status': 'on route', 'fuel': '80', 'speed': '56', 'latitude': '1.29218', 'longitude': '103.77429', 'occupancy': '65.4', 'temp': '23.0'}}
2022-09-06 17:13:02, __main__ DEBUG 159) Bus A1 {'ts': 1662455582060, 'values': {'status': 'on route', 'fuel': '80', 'speed': '53', 'latitude': '1.29218', 'longitude': '103.77439', 'occupancy': '66.7', 'temp': '22.4'}}
2022-09-06 17:13:03, __main__ DEBUG 160) Bus A1 {'ts': 1662455583072, 'values': {'status': 'on route', 'fuel': '80', 'speed': '57', 'latitude': '1.29217', 'longitude': '103.77446', 'occupancy': '61.9', 'temp': '24.4'}}
2022-09-06 17:13:04, __main__ DEBUG 161) Bus A1 {'ts': 1662455584075, 'values': {'status': 'on route', 'fuel': '80', 'speed': '58', 'latitude': '1.29229', 'longitude': '103.77457', 'occupancy': '61.5', 'temp': '22.0'}}
2022-09-06 17:13:05, __main__ DEBUG 162) Bus A1 {'ts': 1662455585089, 'values': {'status': 'on route', 'fuel': '80', 'speed': '55', 'latitude': '1.29247', 'longitude': '103.77469', 'occupancy': '54.3', 'temp': '20.5'}}
2022-09-06 17:13:06, __main__ DEBUG 163) Bus A1 {'ts': 1662455586114, 'values': {'status': 'on route', 'fuel': '80', 'speed': '58', 'latitude': '1.29252', 'longitude': '103.77472', 'occupancy': '66.0', 'temp': '24.9'}}
2022-09-06 17:13:07, __main__ DEBUG 164) Bus A1 {'ts': 1662455587133, 'values': {'status': 'on route', 'fuel': '80', 'speed': '52', 'latitude': '1.29262', 'longitude': '103.77479', 'occupancy': '81.3', 'temp': '23.6'}}
2022-09-06 17:13:08, __main__ DEBUG 165) Bus A1 {'ts': 1662455588138, 'values': {'status': 'on route', 'fuel': '80', 'speed': '60', 'latitude': '1.29275', 'longitude': '103.77488', 'occupancy': '78.3', 'temp': '22.8'}}
2022-09-06 17:13:09, __main__ DEBUG 166) Bus A1 {'ts': 1662455589144, 'values': {'status': 'on route', 'fuel': '80', 'speed': '59', 'latitude': '1.29289', 'longitude': '103.77497', 'occupancy': '67.4', 'temp': '21.9'}}
2022-09-06 17:13:10, __main__ DEBUG 167) Bus A1 {'ts': 1662455590156, 'values': {'status': 'on route', 'fuel': '80', 'speed': '54', 'latitude': '1.29294', 'longitude': '103.775', 'occupancy': '77.9', 'temp': '22.8'}}
2022-09-06 17:13:11, __main__ DEBUG 168) Bus A1 {'ts': 1662455591166, 'values': {'status': 'on route', 'fuel': '80', 'speed': '56', 'latitude': '1.29298', 'longitude': '103.77502', 'occupancy': '69.0', 'temp': '20.4'}}
2022-09-06 17:13:12, __main__ DEBUG 169) Bus A1 {'ts': 1662455592175, 'values': {'status': 'on route', 'fuel': '80', 'speed': '50', 'latitude': '1.29305', 'longitude': '103.77506', 'occupancy': '64.6', 'temp': '20.1'}}
2022-09-06 17:13:13, __main__ DEBUG 170) Bus A1 {'ts': 1662455593189, 'values': {'status': 'on route', 'fuel': '80', 'speed': '57', 'latitude': '1.29306', 'longitude': '103.77506', 'occupancy': '62.9', 'temp': '24.0'}}
2022-09-06 17:13:14, __main__ DEBUG 171) Bus A1 {'ts': 1662455594205, 'values': {'status': 'on route', 'fuel': '80', 'speed': '52', 'latitude': '1.29318', 'longitude': '103.77511', 'occupancy': '50.1', 'temp': '24.5'}}
2022-09-06 17:13:15, __main__ DEBUG 172) Bus A1 {'ts': 1662455595216, 'values': {'status': 'on route', 'fuel': '80', 'speed': '56', 'latitude': '1.29343', 'longitude': '103.7752', 'occupancy': '52.3', 'temp': '24.2'}}
2022-09-06 17:13:16, __main__ DEBUG 173) Bus A1 {'ts': 1662455596225, 'values': {'status': 'on route', 'fuel': '80', 'speed': '58', 'latitude': '1.29358', 'longitude': '103.77525', 'occupancy': '80.7', 'temp': '21.0'}}
2022-09-06 17:13:17, __main__ DEBUG 174) Bus A1 {'ts': 1662455597232, 'values': {'status': 'on route', 'fuel': '80', 'speed': '60', 'latitude': '1.29364', 'longitude': '103.77527', 'occupancy': '86.2', 'temp': '22.2'}}
2022-09-06 17:13:18, __main__ DEBUG 175) Bus A1 {'ts': 1662455598243, 'values': {'status': 'on route', 'fuel': '80', 'speed': '56', 'latitude': '1.29367', 'longitude': '103.77528', 'occupancy': '66.3', 'temp': '21.8'}}
2022-09-06 17:13:19, __main__ DEBUG 176) Bus A1 {'ts': 1662455599257, 'values': {'status': 'on route', 'fuel': '80', 'speed': '50', 'latitude': '1.29368', 'longitude': '103.77529', 'occupancy': '56.0', 'temp': '22.6'}}
2022-09-06 17:13:20, __main__ DEBUG 177) Bus A1 {'ts': 1662455600268, 'values': {'status': 'on route', 'fuel': '80', 'speed': '53', 'latitude': '1.2937', 'longitude': '103.7753', 'occupancy': '72.3', 'temp': '21.5'}}
2022-09-06 17:13:21, __main__ DEBUG 178) Bus A1 {'ts': 1662455601271, 'values': {'status': 'on route', 'fuel': '80', 'speed': '53', 'latitude': '1.29375', 'longitude': '103.77532', 'occupancy': '59.3', 'temp': '23.6'}}
2022-09-06 17:13:22, __main__ DEBUG 179) Bus A1 {'ts': 1662455602287, 'values': {'status': 'on route', 'fuel': '80', 'speed': '60', 'latitude': '1.29375', 'longitude': '103.77537', 'occupancy': '66.3', 'temp': '23.9'}}
2022-09-06 17:13:23, __main__ DEBUG 180) Bus A1 {'ts': 1662455603300, 'values': {'status': 'on route', 'fuel': '80', 'speed': '52', 'latitude': '1.29376', 'longitude': '103.7754', 'occupancy': '64.1', 'temp': '21.9'}}
2022-09-06 17:13:24, __main__ DEBUG 181) Bus A1 {'ts': 1662455604311, 'values': {'status': 'on route', 'fuel': '80', 'speed': '51', 'latitude': '1.29376', 'longitude': '103.77542', 'occupancy': '87.4', 'temp': '21.1'}}
2022-09-06 17:13:25, __main__ DEBUG 182) Bus A1 {'ts': 1662455605326, 'values': {'status': 'on route', 'fuel': '80', 'speed': '56', 'latitude': '1.29376', 'longitude': '103.77545', 'occupancy': '63.1', 'temp': '22.4'}}
2022-09-06 17:13:26, __main__ DEBUG 183) Bus A1 {'ts': 1662455606333, 'values': {'status': 'on route', 'fuel': '80', 'speed': '60', 'latitude': '1.29378', 'longitude': '103.7755', 'occupancy': '59.7', 'temp': '22.9'}}
2022-09-06 17:13:27, __main__ DEBUG 184) Bus A1 {'ts': 1662455607344, 'values': {'status': 'on route', 'fuel': '80', 'speed': '57', 'latitude': '1.29376', 'longitude': '103.77553', 'occupancy': '86.3', 'temp': '24.2'}}
2022-09-06 17:13:28, __main__ DEBUG 185) Bus A1 {'ts': 1662455608358, 'values': {'status': 'on route', 'fuel': '80', 'speed': '59', 'latitude': '1.29375', 'longitude': '103.77554', 'occupancy': '64.9', 'temp': '20.9'}}
2022-09-06 17:13:29, __main__ DEBUG 186) Bus A1 {'ts': 1662455609366, 'values': {'status': 'on route', 'fuel': '80', 'speed': '52', 'latitude': '1.29374', 'longitude': '103.77555', 'occupancy': '70.0', 'temp': '23.2'}}
2022-09-06 17:13:30, __main__ DEBUG 187) Bus A1 {'ts': 1662455610369, 'values': {'status': 'on route', 'fuel': '80', 'speed': '56', 'latitude': '1.29373', 'longitude': '103.77558', 'occupancy': '79.1', 'temp': '21.4'}}
2022-09-06 17:13:31, __main__ DEBUG 188) Bus A1 {'ts': 1662455611374, 'values': {'status': 'on route', 'fuel': '80', 'speed': '60', 'latitude': '1.29376', 'longitude': '103.7758', 'occupancy': '55.6', 'temp': '22.1'}}
2022-09-06 17:13:32, __main__ DEBUG 189) Bus A1 {'ts': 1662455612391, 'values': {'status': 'on route', 'fuel': '80', 'speed': '59', 'latitude': '1.29376', 'longitude': '103.77584', 'occupancy': '89.7', 'temp': '23.0'}}
2022-09-06 17:13:33, __main__ DEBUG 190) Bus A1 {'ts': 1662455613395, 'values': {'status': 'on route', 'fuel': '80', 'speed': '58', 'latitude': '1.29376', 'longitude': '103.77596', 'occupancy': '61.1', 'temp': '20.4'}}
2022-09-06 17:13:34, __main__ DEBUG 191) Bus A1 {'ts': 1662455614408, 'values': {'status': 'on route', 'fuel': '80', 'speed': '56', 'latitude': '1.29376', 'longitude': '103.77609', 'occupancy': '72.9', 'temp': '25.2'}}
2022-09-06 17:13:35, __main__ DEBUG 192) Bus A1 {'ts': 1662455615424, 'values': {'status': 'on route', 'fuel': '80', 'speed': '55', 'latitude': '1.29375', 'longitude': '103.77615', 'occupancy': '63.9', 'temp': '22.3'}}
2022-09-06 17:13:36, __main__ DEBUG 193) Bus A1 {'ts': 1662455616440, 'values': {'status': 'on route', 'fuel': '80', 'speed': '51', 'latitude': '1.29374', 'longitude': '103.77619', 'occupancy': '50.7', 'temp': '24.3'}}
2022-09-06 17:13:37, __main__ DEBUG 194) Bus A1 {'ts': 1662455617457, 'values': {'status': 'on route', 'fuel': '80', 'speed': '59', 'latitude': '1.29374', 'longitude': '103.77621', 'occupancy': '64.9', 'temp': '21.9'}}
2022-09-06 17:13:38, __main__ DEBUG 195) Bus A1 {'ts': 1662455618460, 'values': {'status': 'on route', 'fuel': '80', 'speed': '60', 'latitude': '1.29374', 'longitude': '103.77624', 'occupancy': '82.4', 'temp': '20.2'}}
2022-09-06 17:13:39, __main__ DEBUG 196) Bus A1 {'ts': 1662455619473, 'values': {'status': 'on route', 'fuel': '80', 'speed': '55', 'latitude': '1.29374', 'longitude': '103.77626', 'occupancy': '82.6', 'temp': '25.3'}}
2022-09-06 17:13:40, __main__ DEBUG 197) Bus A1 {'ts': 1662455620483, 'values': {'status': 'on route', 'fuel': '80', 'speed': '54', 'latitude': '1.29374', 'longitude': '103.7764', 'occupancy': '89.8', 'temp': '21.0'}}
2022-09-06 17:13:41, __main__ DEBUG 198) Bus A1 {'ts': 1662455621494, 'values': {'status': 'on route', 'fuel': '80', 'speed': '56', 'latitude': '1.29374', 'longitude': '103.77643', 'occupancy': '53.1', 'temp': '22.3'}}
2022-09-06 17:13:42, __main__ DEBUG 199) Bus A1 {'ts': 1662455622509, 'values': {'status': 'on route', 'fuel': '80', 'speed': '55', 'latitude': '1.29375', 'longitude': '103.7766', 'occupancy': '74.1', 'temp': '20.5'}}
2022-09-06 17:13:43, __main__ DEBUG 200) Bus A1 {'ts': 1662455623518, 'values': {'status': 'on route', 'fuel': '80', 'speed': '58', 'latitude': '1.29375', 'longitude': '103.77669', 'occupancy': '65.5', 'temp': '23.3'}}
2022-09-06 17:13:44, __main__ DEBUG 201) Bus A1 {'ts': 1662455624541, 'values': {'status': 'on route', 'fuel': '80', 'speed': '58', 'latitude': '1.29375', 'longitude': '103.7767', 'occupancy': '62.2', 'temp': '25.5'}}
2022-09-06 17:13:45, __main__ DEBUG 202) Bus A1 {'ts': 1662455625543, 'values': {'status': 'on route', 'fuel': '80', 'speed': '52', 'latitude': '1.29375', 'longitude': '103.77677', 'occupancy': '60.2', 'temp': '23.1'}}
2022-09-06 17:13:46, __main__ DEBUG 203) Bus A1 {'ts': 1662455626562, 'values': {'status': 'on route', 'fuel': '80', 'speed': '55', 'latitude': '1.29375', 'longitude': '103.77678', 'occupancy': '56.1', 'temp': '23.1'}}
2022-09-06 17:13:47, __main__ DEBUG 204) Bus A1 {'ts': 1662455627572, 'values': {'status': 'on route', 'fuel': '80', 'speed': '58', 'latitude': '1.29375', 'longitude': '103.77679', 'occupancy': '79.4', 'temp': '24.3'}}
2022-09-06 17:13:48, __main__ DEBUG 205) Bus A1 {'ts': 1662455628576, 'values': {'status': 'on route', 'fuel': '80', 'speed': '56', 'latitude': '1.29375', 'longitude': '103.7768', 'occupancy': '80.0', 'temp': '20.6'}}
2022-09-06 17:13:49, __main__ DEBUG 206) Bus A1 {'ts': 1662455629593, 'values': {'status': 'on route', 'fuel': '80', 'speed': '55', 'latitude': '1.29374', 'longitude': '103.77685', 'occupancy': '61.7', 'temp': '25.0'}}
2022-09-06 17:13:50, __main__ DEBUG 207) Bus A1 {'ts': 1662455630599, 'values': {'status': 'on route', 'fuel': '80', 'speed': '53', 'latitude': '1.29374', 'longitude': '103.77686', 'occupancy': '68.9', 'temp': '24.9'}}
2022-09-06 17:13:51, __main__ DEBUG 208) Bus A1 {'ts': 1662455631602, 'values': {'status': 'on route', 'fuel': '80', 'speed': '59', 'latitude': '1.29372', 'longitude': '103.77691', 'occupancy': '51.8', 'temp': '25.5'}}
2022-09-06 17:13:52, __main__ DEBUG 209) Bus A1 {'ts': 1662455632607, 'values': {'status': 'on route', 'fuel': '80', 'speed': '60', 'latitude': '1.29371', 'longitude': '103.77693', 'occupancy': '54.1', 'temp': '20.7'}}
2022-09-06 17:13:53, __main__ DEBUG 210) Bus A1 {'ts': 1662455633614, 'values': {'status': 'on route', 'fuel': '80', 'speed': '58', 'latitude': '1.2937', 'longitude': '103.77698', 'occupancy': '55.6', 'temp': '21.2'}}
2022-09-06 17:13:54, __main__ DEBUG 211) Bus A1 {'ts': 1662455634637, 'values': {'status': 'on route', 'fuel': '80', 'speed': '54', 'latitude': '1.29366', 'longitude': '103.77704', 'occupancy': '77.3', 'temp': '21.0'}}
